avg_frame_rate,bit_rate,channel_layout,channels,codec_long_name,codec_long_name.1,codec_name,codec_name.1,codec_tag,codec_tag_string,coded_height,coded_width,color_primaries,color_range,color_space,color_transfer,display_aspect_ratio,has_b_frames,height,index,index.1,level,nb_frames,nb_frames.1,nb_streams,pix_fmt,profile,profile.1,r_frame_rate.1,sample_aspect_ratio,sample_rate,side_data_list,start_pts,start_pts.1,start_time,start_time.1,tags_Hw,tags_LvMetaInfo,tags_artist,tags_bitRate,tags_com.android.version,tags_com.apple.quicktime.artwork,tags_com.apple.quicktime.author,tags_com.apple.quicktime.copyright,tags_com.apple.quicktime.creationdate,tags_com.apple.quicktime.description,tags_com.apple.quicktime.location.ISO6709,tags_com.apple.quicktime.model,tags_com.apple.quicktime.software,tags_comment,tags_compatible_brands,tags_copyright,tags_creation_time,tags_creation_time.1,tags_creation_time.2,tags_date,tags_description,tags_encoder,tags_encoder.1,tags_handler_name,tags_handler_name.1,tags_keywords,tags_language,tags_language.1,tags_major_brand,tags_maxrate,tags_rotate,tags_timecode,tags_title,tags_vendor_id.1,time_base,time_base.1,width
7934/265,128001.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,720,bt709,tv,bt709,bt709,9:16,2,1280,0,1.0,31,3967,5707.0,2,yuv420p,LC,High,30/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,vid,isomiso2avc1mp41,,,,,,,,Lavf58.45.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/15360,1/44100,720
24/1,47575.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,368,640,,,,,,2,368,0,1.0,31,1247,2452.0,2,yuv420p,LC,High,24/1,,48000.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,Lavf57.58.101,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/12288,1/48000,640
25/1,128046.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,1280,bt709,tv,bt709,,16:9,2,720,0,1.0,31,750,1409.0,2,yuv420p,LC,High,25/1,1:1,48000.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/12800,1/48000,1280
25/1,48059.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,960,bt709,tv,bt709,bt709,,1,1280,0,1.0,32,970,1671.0,2,yuv420p,LC,Main,25/1,,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,Aries/1.0.0.1,VideoHandler,SoundHandler,,und,eng,isom,,,,,[0][0][0][0],1/12800,1/44100,960
30/1,79077.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,720,,,,,9:16,2,1280,0,1.0,31,2192,1575.0,2,yuv420p,HE-AAC,High,30/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,gifshow,isomiso2avc1mp41,,,,,,,,Lavf58.29.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/15360,1/44100,720
30/1,48038.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,480,852,bt709,tv,bt709,bt709,,2,480,0,1.0,31,1661,1196.0,2,yuv420p,HE-AAC,High,30/1,,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,mid,isomiso2mp41,,,,,,,,Lavf58.20.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/30000,1/44100,852
56520/2021,128002.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,960,bt709,tv,bt709,bt709,4:3,2,720,0,1.0,31,1884,2902.0,2,yuv420p,LC,High,30/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,vid,isomiso2avc1mp41,,,,,,,,Lavf58.45.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/15360,1/44100,960
24/1,128128.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,1280,bt709,tv,bt709,bt709,16:9,2,720,0,1.0,31,310,559.0,2,yuv420p,LC,High,24/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,vid,isomiso2avc1mp41,,,,,,,,Lavf58.45.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/12288,1/44100,1280
30/1,128007.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,720,bt709,tv,bt709,bt709,9:16,2,1280,0,1.0,31,640,921.0,2,yuv420p,LC,High,30/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,vid,isomiso2avc1mp41,,,,,,,,Lavf58.45.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/15360,1/44100,720
30/1,64263.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,720,bt709,tv,bt709,bt709,9:16,2,1280,0,1.0,40,529,383.0,2,yuv420p,HE-AAC,High,30/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,Lavf58.45.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/90000,1/44100,720
30/1,64166.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,720,bt709,tv,bt709,bt709,9:16,2,1280,0,1.0,31,2204,1585.0,2,yuv420p,HE-AAC,High,30/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,Lavf58.45.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/90000,1/44100,720
30/1,128000.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,1280,bt709,tv,bt709,bt709,16:9,2,720,0,1.0,31,1711,2458.0,2,yuv420p,LC,High,30/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,www.aliyun.com - Media Transcoding,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/15360,1/44100,1280
25/1,128345.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,1280,,,,,,1,720,0,1.0,31,376,650.0,2,yuv420p,LC,Main,25/1,,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,Aries/1.0.0.1,VideoHandler,SoundHandler,,und,eng,isom,,,,,[0][0][0][0],1/12800,1/44100,1280
30/1,48037.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,480,852,bt709,tv,bt709,bt709,,2,480,0,1.0,31,3146,2260.0,2,yuv420p,HE-AAC,High,30/1,,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,mid,isomiso2mp41,,,,,,,,Lavf58.20.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/30000,1/44100,852
24/1,47087.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,960,,,,,3:4,2,1280,0,1.0,32,386,687.0,2,yuv420p,LC,High,24/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,Lavf58.20.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/12288,1/44100,960
30/1,128000.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,576,1024,bt709,tv,bt709,bt709,16:9,2,576,0,1.0,31,4609,6617.0,2,yuv420p,LC,High,30/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,vid,isomiso2avc1mp41,,,,,,,,Lavf58.45.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/15360,1/44100,1024
30/1,128017.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,1280,bt709,tv,bt709,bt709,16:9,2,720,0,1.0,31,2511,3605.0,2,yuv420p,LC,High,30/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,vid,isomiso2avc1mp41,,,,,,,,Lavf58.45.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/15360,1/44100,1280
24/1,48310.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,1280,bt709,tv,bt709,bt709,1:1,2,1280,0,1.0,40,719,1294.0,2,yuv420p,LC,High,24/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,Lavf58.29.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/24000,1/44100,1280
30/1,128000.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,1280,bt709,tv,bt709,bt709,16:9,2,720,0,1.0,31,5096,7318.0,2,yuv420p,LC,High,30/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,vid,isomiso2avc1mp41,,,,,,,,Lavf58.45.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/15360,1/44100,1280
30/1,128026.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,1280,bt709,tv,bt709,bt709,16:9,2,720,0,1.0,31,6109,8770.0,2,yuv420p,LC,High,30/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,vid,isomiso2avc1mp41,,,,,,,,Lavf58.45.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/15360,1/44100,1280
25/1,24085.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,360,552,bt709,tv,bt709,bt709,553:360,2,360,0,1.0,22,2173,1877.0,2,yuv420p,HE-AAC,High,25/1,553:552,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,mid,isomiso2mp41,,,,,,,,Lavf58.20.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/30000,1/44100,552
25/1,48001.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,480,852,bt709,tv,bt709,bt709,16:9,2,480,0,1.0,30,60277,51922.0,2,yuv420p,HE-AAC,High,25/1,640:639,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,mid,isomiso2mp41,,,,,,,,Lavf58.20.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/30000,1/44100,852
30/1,128003.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,720,bt709,tv,bt709,bt709,9:16,2,1280,0,1.0,31,1415,2033.0,2,yuv420p,LC,High,30/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,vid,isomiso2avc1mp41,,,,,,,,Lavf58.20.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/15360,1/44100,720
25/1,48079.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,1280,bt709,tv,bt709,bt709,1181:1080,1,1280,0,1.0,40,2083,3591.0,2,yuv420p,LC,Main,25/1,1181:1080,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,Aries/1.0.0.1,VideoHandler,SoundHandler,,und,eng,isom,,,,,[0][0][0][0],1/12800,1/44100,1280
548400/19559,48029.0,mono,1.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,1280,bt709,pc,bt709,bt709,,1,720,0,1.0,31,914,1406.0,2,yuvj420p,LC,High,29/1,,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isommp41mp42,,2022-01-17T11:38:31.000000Z,2022-01-17T11:38:31.000000Z,2022-01-17T11:38:31.000000Z,,,,,Core Media Video,Core Media Audio,,und,und,mp42,,,,,[0][0][0][0],1/600,1/44100,1280
60/1,94025.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,720,bt709,tv,bt709,bt709,9:16,2,1280,0,1.0,32,4308,1549.0,2,yuv420p,HE-AAC,High,60/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,kkk,isomiso2avc1mp41,,,,,,,,Lavf58.29.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/15360,1/44100,720
30/1,128064.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,1280,bt709,tv,bt709,bt709,16:9,2,720,0,1.0,31,984,1540.0,2,yuv420p,LC,High,30/1,1:1,48000.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/15360,1/48000,1280
30/1,128079.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,720,bt709,tv,bt709,bt709,1:1,2,720,0,1.0,31,1200,1877.0,2,yuv420p,LC,High,30/1,1:1,48000.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/15360,1/48000,720
30/1,128050.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,1280,bt709,tv,bt709,bt709,,2,720,0,1.0,31,1871,1346.0,2,yuv420p,HE-AAC,High,30/1,,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,mid,isomiso2mp41,,,,,,,,Lavf58.20.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/30000,1/44100,1280
25/1,24114.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,360,540,bt709,tv,bt709,bt709,3:2,2,360,0,1.0,21,1379,1192.0,2,yuv420p,HE-AAC,High,25/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,mid,isomiso2mp41,,,,,,,,Lavf58.20.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/30000,1/44100,540
24/1,48234.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,1280,,,,,1:1,2,1280,0,1.0,40,1461,2626.0,2,yuv420p,LC,High,24/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,Lavf58.29.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/24000,1/44100,1280
49/1,62076.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,720,bt470bg,tv,smpte170m,smpte170m,9:16,2,1280,0,1.0,32,1184,523.0,2,yuv420p,HE-AAC,High,49/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,kkk,isomiso2avc1mp41,270d6a08e36da7e75211e0af2a3b0ff5,,,,,,,Lavf58.29.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/12544,1/44100,720
60/1,81066.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,720,,,,,9:16,2,1280,0,1.0,32,4578,1646.0,2,yuv420p,HE-AAC,High,60/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,kkk,isomiso2avc1mp41,,,,,,,,Lavf58.29.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/15360,1/44100,720
25/1,129412.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,1280,bt709,tv,bt709,bt709,,1,720,0,1.0,31,650,1217.0,3,yuv420p,LC,High,25/1,,48000.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,Lavf58.29.100,VideoHandler,SoundHandler,,und,und,isom,,,00:00:00:00,,[0][0][0][0],1/12800,1/48000,1280
24/1,48426.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,960,,,,,3:4,2,1280,0,1.0,32,1339,2412.0,2,yuv420p,LC,High,24/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,Lavf58.20.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/12288,1/44100,960
30/1,64190.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,720,bt709,tv,bt709,bt709,,2,1280,0,1.0,40,1306,1874.0,2,yuv420p,LC,High,30/1,,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,Lavf58.45.100,Core Media Video,Core Media Audio,,und,und,isom,,,,,[0][0][0][0],1/90000,1/44100,720
30/1,128138.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,960,720,bt709,tv,bt709,bt709,3:4,2,960,0,1.0,31,866,1356.0,2,yuv420p,LC,High,30/1,1:1,48000.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/15360,1/48000,720
24/1,139696.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,960,,,,,,2,1280,0,1.0,32,796,1553.0,2,yuv420p,LC,High,24/1,,48000.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,Lavf57.83.100,VideoHandler,SoundHandler,,eng,eng,isom,,,,,[0][0][0][0],1/12288,1/48000,960
24/1,48396.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,1280,,,,,1:1,2,1280,0,1.0,40,561,1010.0,2,yuv420p,LC,High,24/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,Lavf58.29.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/24000,1/44100,1280
24/1,76533.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,720,bt709,tv,bt709,bt709,9:16,2,1280,0,1.0,31,348,315.0,2,yuv420p,HE-AAC,High,24/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,kkk,isomiso2avc1mp41,,,,,,,,Lavf58.29.100,VideoHandler,#Mainconcept MP4 Sound Media Handler,,und,eng,isom,,,,,[0][0][0][0],1/12288,1/44100,720
25/1,48407.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,1280,bt709,tv,bt709,bt709,,2,720,0,1.0,31,1502,2592.0,2,yuv420p,LC,High,25/1,,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,www.aliyun.com - Media Transcoding,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/12800,1/44100,1280
24/1,48397.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,960,bt709,tv,bt709,bt709,3:4,2,1280,0,1.0,32,192,349.0,2,yuv420p,LC,High,24/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,Lavf58.29.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/24000,1/44100,960
25/1,317375.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,800,800,bt709,tv,bt709,bt709,,1,800,0,1.0,41,1070,2008.0,2,yuv420p,LC,Main,25/1,,48000.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,mp42mp41,,2021-07-06T07:34:01.000000Z,2021-07-06T07:34:01.000000Z,2021-07-06T07:34:01.000000Z,,,AVC Coding,,Mainconcept Video Media Handler,#Mainconcept MP4 Sound Media Handler,,eng,eng,mp42,,,,,[0][0][0][0],1/25000,1/48000,800
30/1,128030.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,720,bt709,tv,bt709,bt709,1:1,2,720,0,1.0,31,1484,2131.0,2,yuv420p,LC,High,30/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/15360,1/44100,720
25/1,48100.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,1278,bt709,tv,bt709,bt709,,2,720,0,1.0,31,558,962.0,2,yuv420p,LC,High,25/1,,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,www.aliyun.com - Media Transcoding,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/12800,1/44100,1278
25/1,128352.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,1280,,,,,1:1,1,1280,0,1.0,40,877,1512.0,2,yuv420p,LC,Main,25/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,Aries/1.0.0.1,VideoHandler,SoundHandler,,und,eng,isom,,,,,[0][0][0][0],1/12800,1/44100,1280
24/1,45031.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,1280,,,,,16:9,2,720,0,1.0,31,722,1294.0,2,yuv420p,LC,High,24/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,Lavf58.20.100,VideoHandler,Core Media Audio,,und,zho,isom,,,,,[0][0][0][0],1/12288,1/44100,1280
24/1,48469.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,1280,1280,,,,,1:1,2,1280,0,1.0,40,963,1725.0,2,yuv420p,LC,High,24/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,Lavf58.20.100,VideoHandler,#Mainconcept MP4 Sound Media Handler,,und,eng,isom,,,,,[0][0][0][0],1/12288,1/44100,1280
24/1,48064.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,1280,,tv,,,359:202,2,720,0,1.0,31,1445,2590.0,2,yuv420p,LC,High,24/1,3231:3232,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,Tencent APD MTS,,Lavf58.12.100,VideoHandler,SoundHandler,,und,eng,isom,,,,,[0][0][0][0],1/12288,1/44100,1280
24/1,47050.0,mono,1.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,368,640,bt709,tv,bt709,bt709,,1,368,0,1.0,30,778,1408.0,2,yuv420p,LC,High,24/1,,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isommp41mp42,,2020-11-04T07:39:11.000000Z,2020-11-04T07:39:11.000000Z,2020-11-04T07:39:11.000000Z,,,,,Core Media Video,Core Media Audio,,und,und,mp42,,,,,[0][0][0][0],1/600,1/44100,640
30/1,128069.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,720,bt709,tv,bt709,bt709,1:1,2,720,0,1.0,31,1744,2507.0,2,yuv420p,LC,High,30/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,isomiso2avc1mp41,,,,,,,,www.aliyun.com - Media Transcoding,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/15360,1/44100,720
30/1,128004.0,stereo,2.0,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,AAC (Advanced Audio Coding),aac,h264,0x31637661,avc1,720,1280,bt709,tv,bt709,bt709,16:9,2,720,0,1.0,31,22807,16373.0,2,yuv420p,HE-AAC,High,30/1,1:1,44100.0,,0,0.0,0.0,0.0,,,,,,,,,,,,,,mid,isomiso2mp41,,,,,,,,Lavf58.20.100,VideoHandler,SoundHandler,,und,und,isom,,,,,[0][0][0][0],1/30000,1/44100,1280
